1997,52.37,21.55,0.00,3.15
3023,52.34,21.55,83279.50,3.15
4044,52.20,21.55,83271.50,3.15
5065,52.05,21.59,83303.00,3.14
6087,51.99,21.58,83287.75,3.14
7008,51.95,21.57,83284.00,3.14
8029,52.11,21.57,83283.00,3.14
9050,52.27,21.52,83287.25,3.14
10071,52.44,21.51,83309.50,3.15
10992,52.53,21.52,83283.75,3.14
12013,52.45,21.57,83293.75,3.14
13034,52.34,21.46,83265.25,3.14
14055,52.25,21.49,83275.75,3.12
15076,52.60,21.52,83323.50,3.14
15997,52.60,21.53,83288.75,3.13
17018,52.36,21.55,83303.25,3.11
18042,52.22,21.57,83314.75,3.10
19063,52.19,21.60,83307.75,3.03
20084,52.22,21.61,83345.25,2.94
21006,52.28,21.63,83342.25,3.04
22027,52.30,21.66,83339.50,3.04
23048,52.33,21.69,83322.75,3.07
24069,52.41,21.74,83293.25,3.08
24990,52.37,21.80,83345.25,3.07
26011,52.33,21.81,83324.75,3.07
27032,52.14,21.82,83338.75,3.07
28054,51.87,21.84,83331.25,3.08
29075,51.68,21.88,83329.00,3.08
29996,51.55,21.91,83325.75,3.08
31017,51.44,21.93,83311.75,3.08
32038,51.28,21.95,83346.00,3.08
33059,51.18,21.98,83337.25,3.08
34083,51.15,22.01,83320.00,3.08
35004,51.24,22.03,83324.25,3.08
36026,51.10,22.05,83303.50,3.08
37047,50.91,22.08,83293.00,3.08
38068,50.76,22.09,83355.25,3.08
39089,50.68,22.09,83347.50,3.08
40010,50.50,22.07,83332.00,3.08
41031,50.45,22.08,83337.00,3.08
42052,50.41,22.13,83336.75,3.08
43073,49.94,22.07,83330.25,3.08
43995,49.63,22.02,83312.00,3.08
45016,49.56,21.95,83296.75,3.08
46036,50.05,21.78,83390.25,3.14
47058,50.21,21.73,83350.00,3.15
48079,50.69,21.68,83268.00,3.15
49003,50.56,21.64,83243.50,3.15
50024,50.54,21.58,83239.75,3.15
51045,50.59,21.46,83245.25,3.15
52067,50.76,21.38,83195.75,3.15
53088,50.95,21.32,83154.25,3.15
54008,51.13,21.27,83158.75,3.15
55030,51.37,21.18,83135.50,3.15
56051,51.66,21.11,83107.00,3.15
57072,51.88,21.03,83078.75,3.15
57994,52.30,20.94,83043.25,3.15
59015,52.58,20.85,83052.75,3.15
60036,52.93,20.77,82998.00,3.15
61057,53.20,20.66,82940.25,3.15
62078,53.63,20.54,82890.50,3.15
62999,53.95,20.43,82889.75,3.14
64020,54.01,20.40,82856.00,3.14
65044,54.21,20.29,82848.25,3.14
66065,54.32,20.24,82790.75,3.14
67087,54.37,20.15,82803.00,3.15
68007,54.32,20.04,82785.00,3.14
69028,54.49,19.99,82811.50,3.14
70050,54.61,19.89,82818.50,3.14
71071,54.79,19.76,82811.00,3.14
71992,54.94,19.69,82782.00,3.14
73014,55.34,19.61,82797.00,3.14
74035,55.78,19.59,82791.25,3.14
75056,55.98,19.59,82819.75,3.14
76077,56.14,19.59,82802.50,3.14
76998,56.27,19.53,82825.25,3.14
78019,56.48,19.51,82757.25,3.15
79040,56.69,19.44,82775.00,3.14
80064,56.89,19.37,82726.00,3.14
